Commet,label
ያናድዳል!!!!!!,ስላቅ
የሀላባ በርበሬ (ቀይ ዛላ ),ስላቅ አይደለም
የለጠፋቹት ፎቶ ሁሉም የሀላባ ነው ሌላ መቀባጠር አያስፈልግም ይህ በርበሬ የሀላባ ነው,ስላቅ አይደለም
የመጨረሻው ዘመን ምልክት,ስላቅ
ልጁ በጣም ያሳዝናል ለቤተሰቡ የጌታ ሰላም መጽናናት ልባችሁን ይሙላዉ ብልዲግ ሲፈርስ ለምንድን ነው ልጅ መጋዘን ዉስጥ የገባዉ መጋዘኑ የሚፈርስ ከሆነ ቀድሞ አልተነገረም ወይ በደብ ግልጽ የሆነ መግለጫ ያስፈልጋል ሌላዉ ህብረተሰብ ወደፊት እንዲጠነቀቅ እናተ ጋዜጠኞች ነገሮችን በደንብ አጣርታቹህ ብታቀርቡ ለኛም ትምህርት ይሰጠናል ለመብትም ለፍርድም እንዲሆን ችግሩም የቱ ጋር እንዳለ እንድንረዳአ,ስላቅ አይደለም
ከዚህ ውጭ ሌላ ክለብ ከየት ይመጣል ቸው እግር ኳስ ከኢትዮጵያ,ስላቅ አይደለም
ሰበር ዜና ዮኒ ማኛ አሁን የሚገርም ነገር ከተጨባጭ ማስረጃ ጋር እነሆ18April2023 via,ስላቅ አይደለም
የሱዳን ህዝብ ለኢትዮጵያ ባለውለታ፣አጋር በስጋ እና በደም የተጋመደ ነውና በህዝቡም ሆነ በሀገረ መንግስቱ ላይ የተፈጠረው ግጭት የከፋ ጉዳት ሳያደርስ በቶሎ ይቋጭ ዘንድ ልባዊ ምኞታች,ስላቅ አይደለም
ከቅዱስ መጽሐፍ ጋር ይጋጫል ደግሞ በረሃብ ምክንያት የሚሞቱ መች አነሱና በመሣሪያ ትገሉታላችሁ,ስላቅ አይደለም
የቡሾፍቱ ጠንቋይንና ክምር አቃጣይ ሽፍታን መማፀን እስቲ ምን ይሉታል?,ስላቅ አይደለም
ባሪያ ምንድን ነው? በዘረኝነት ያልተበከለ ሰው ለናንተ ባሪያ ነው? በኢትዮጵያ የሚኮራ ባሪያ ነው? ሰውየው እንቁ ነው! ለእምዬ ኢትዮ,ስላቅ
"ካልተጫወቱ ብቻ ነው እኮ ሚያሽንፉት
ሌባ ሁላ ያም መጣ ይሄም መጣ ለውጥ አያመጣ
",ስላቅ
አቶ ለገሰ ቱሉ እርሶ እንደው ዉሸት ስያዎሩ ህልናዎት እንዴት አይቅክስም:: ዎይስ ዉሸት ማዉራት እንጀራ ሆኖቦት ነው????,ስላቅ
ፈናን የሚታምኑት ኤሄንን ዘገባ ተመልከቱ,ስላቅ አይደለም
እውነት ምን እንደምል አላውቅም ቀጥታ ስርጭቱን ሳይ እንባ ነው የተናነቀኝ,ስላቅ አይደለም
ከአውሮፓዎቹ ጋ እኛ 48 ሆነን እነርሱ 6 ሆነው ብገጥሙን እንደው እኛ ሁሌት ኳሶች እነርሱ አንድ ኳስ ተባብለን ብንጫወት 13 ለባዶ ያሸንፉናል ብዬ አስባለሁ። ለምንም አንሆንም,ስላቅ
ይህ ድርጊት ከእግዚአብሄር ሳይሆን ከሰይጣን ነዉ ማለት ይቻላል። የእግዚአብሄርን አጀንዳውም መቃወም ነዉ። በጌታ ስም ምን አይነት ጉድ ሊናይ ነዉ።,ስላቅ አይደለም
ኢትዮጵያ ከዚህ ውድድር ራሷን ማግለል ነበረባት,ስላቅ
የማይጠቅም ቡድን,ስላቅ
ገልቱ የሆነች አገር,ስላቅ
ሩስያ መሳርያ ለሐማስ ብትሰጥ ማን ልጠይቃት ነዉ እስራኤል ማለት አሜሪካ ተማምና አንጂ ምንም ናት ሩስያ ግን 2የአለም ጦርነት 50ፐርሰንት ያሸነፈች ናት እወቅ አንተ ሁሌም የአይሁድ አለቅልቅ አለምን ሁሉ በእነሱ ነዉ ሰላም ያጣው,ስላቅ አይደለም
ሁለቱም ሙከራዎች እጅግ ሕገወጥ በመሆናቸው ፣ መንግስት ይህንን ተገንዝበው አስፈላጊውን ሕጋዊ ክትትል በማድረግ ለዚህ ለፎጤዎቹ ፍልሰት ገደብ ሊያበጅበት ይገባል። (44),ስላቅ አይደለም
ዘረኛ ናት ዘረኝነት ከኢትዮጵያ ይጥፋ !!! እና ኢትዮጵያ የአቶ ልደቱ አያሌውን መስመር ነው መያዝ ያለባ። አይገባትም!,ስላቅ አይደለም
እር እማይስማ ጉድ የለም 😭 በቃ ሀኪም ቤት መሄድ ልናቆም ነው ?,ስላቅ
የኔ ጥያቄ እንዴት ሊገባ ቻለ ነዉ ??,ስላቅ አይደለም
ደማቅ አቀባበል በቤተመንግስት ይደረግላቸው,ስላቅ
ማን እንደ እናት?!!! ለልጆቹዋ ነፍስን የሚትሰጥ!,ስላቅ አይደለም
በየ ደረጃዉ በሚገኙ የመንግስት አካላት እየተከናወኑ ያሉ ተግባራትንና ልዩ ልዩ ሁነቶችን በማህበራዊ ሚዲያ መረጃ እያገኘን ያለን የማህበራዊ ሚዲያ ተጠቃሚዎች በየ ጊዜዉ የሚለቀቁ የተለያዩ ዘገባዎችን አይቶ በዝምታ ከማለፍ ይልቅ ይሄ ይሄ ድክመት ይሻሻል፣ ይሄ ይሄ ጠንካራ ጎን ተጠናክሮ ይቀጥል የሚል ከቅንነትና ከልብ የመነጨ አስተያየት እየሰጠን ብናልፍ ለሚመለከተው አካል ግብዓትና ያላየዉን ነገሮች እንዲያይ ስለሚያግዝ አስተያየት እጅግ አስፈላጊ ነገር ነዉ! በርግጥ በልዩ ልዩ መድረኮችም ሆነ በማህበራዊ ሚዲያ የምሰጠዉ አስተያየት ከንግግር ባለፈ ወደ ተግባር ላይለወጥ ይችላል እንዲሁም የምሰጠዉ አስተያየት በበጎ ጎን ከመታየት ይልቅ ያልተገባ ትርጉም ተሰጥቶት ከሰዎች ጋር ያለኝን ግንኙነት ያሻክራል አልያም አስተያየቴ ዉጤት አያመጣም ብሎ የሚያስበው ብዙ ነዉ! ከዚህ ጋር ተያይዞ በየ ጊዜዉ በተለያዩ ጉዳዮች የሚሰጡ አስተያየቶች ትክክለኛ ቢሆኑም አስተያየቶችን በአወንታዊ ጎን ወስዶ ሁሉም አካል ወደ ተግባር ከመቀየር ይልቅ ለምን በዚህ ልክ ድክመቴ ይነገረኛል ብሎ የሚያኮርፍና ነገሮችን ባልተገባ ሁኔታ የሚመለከት አካል የለም ባይባልም በዚህ ተስፋ ሳንቆርጥ የሚሰማንንና በስራ አጋጣሚ የምንታዘባቸዉን ስህተቶችና ድክመቶች የመተቸትና ችግሮቹ እንዲሻሻሉ ያላላሰለሰ ጥረት ማድረግ ያለብን እንዲሁም የምንመለከታቸዉ አበረታች ስራዎች እንዲቀጥሉ በተገኘዉ አጋጣሚ ሀሳባችንን መግለፅ አለብን!በአጠቃላይ ሌላ አገር ስለለን ነገሮችን በዝምታና ተስፋ ከመቁረጥ በመጣ አመለካከት ከዳር ቁሞ ከመመልከት በነቃ ተሳትፎ መሪዎቻችንና ህዝቡን ጥሩ ሲሰራ በማድነቅ ድክመት ሲታይ ደግሞ በመተቸትና የሰላ አስተያየት በመስጠት መሳተፍ ለሀገር፣ ለመንግስትና ለህዝብ ስለሚጠቅም የማህበራዊ ሚዲያ ተጠቃሚዎች ከዚህ አኳያ ያለባቸውን ዉስንነት ቢያሻሽሉ መልካም ነዉ 🙏🙏,ስላቅ አይደለም
አይዞን ባንዳው የናተ ስጋት ገብቶናል ማንነትህን በእጅ ይዘህ የምን የውሻ ጩሄት ነው የምትጮሁ ወይስ ኑ ተረከቡን ነው ምነው የትናቱ ተረሳ እንደ ለሆዱ ተገዝተው እ,ስላቅ አይደለም
አርሶአደሩ ከዚህ አፋኝ ጨቋኝ አስርበህ ግዛ ከሚል የኦነግ መሪ ለመላቀቅ ታጥቀህ ተነስ ነፃነትክን አስከብር,ስላቅ አይደለም
ምርጥ ተተተኪ የለለለሽ ደንቆሮ እኮ ነሽ ሮቶ አፍ,ስላቅ
እኔ እግዚአብሔር ን የምለምነው ስለ ህጻናት የሚቆረቆር አገር ቢኖረን አለምነዋለሁእንጃ ህግ ኮ የለም,ስላቅ አይደለም
ቀይባህር ደማችን አሁንም ቀይናት ጀግኖች በደማቸው እስካሁን ያቆይዋት እያልን ስንዘምር አደግን። አድገን እስከ ሀሰብና ምፅዋ ዘምተን ተዋደቅን ። ልፋታችን ከንቱ ሆኖ ቀረ ። አሁን ጊዜው መጥቷል። ሀገር ተረካቢው ትውልድ ያስመልስ። እኛም የቻልነውን እናደርጋለን,ስላቅ አይደለም
እረ የምን ተራ ነው ተራ ቢኖርማ ጥሩ ነበር ቢያንስ የተወሰነው ይዘጋጅ ነበር ! በሁሉም ቦታ እረፍት እንዳይኖረን አድርገው በአራቱም አቅጣጫ ተናበው እየጨፈጨፉን ነው!,ስላቅ አይደለም
"እከሌ ቢገባ እንትና ቢወጣ የሚባለው ነገር ትክክል አይመስለኝም። ምክንያቱም ተጨዋች መቀያየር ጊዛዊ ማስታገሻ መድኀኒት ይሆናል እንጂ ቡድኑ ያለበትን መሰረታዊ ችግር አይቀርፍም። በአጠቃላይ የሀገሪቱ እግርኳስ ስር ነቀል ለውጥ ያስፈልገዋል።
በሁለቱ ሀገራት የ17 ጊዜ ግጥሚያ ጅቡቲ ከኢትዮጵያ ነጥብ ስትጋራ ይሄ በታሪኳ ለሁለተኛ ጊዜ ነው። ይሄ ማለት ቡድናችን ምን ያህል እንደወረደ ያሳያል።",ስላቅ አይደለም
ጦርነት ሆነ እንጂ ለምንድነው የሩሲያና የዩክሬን ጦርነት ጆሮ ለመስማት የሚፈልገው ከጦርነትም አቅም እንደትልቅ ነገር እድል የሚባል ጣኦት አይቶታል ማለት ነው አለም,ስላቅ አይደለም
ይነገራል ፎቶ አንተ ሀለበን መጨረሻ ለይ ብትገልፅም ሀለባ 1ኛ❤❤❤❤!,ስላቅ አይደለም
ኢጦቢ አርፈሽ እሩጪ ቡዱኑም ቆፍሮ ይብላ አለቀ,ስላቅ
ይገርማል ከመቶ ሃያ ሚልዬን አስራአንድ ፕሮፔሽን ይጥፋ,ስላቅ
በጽንፈኞች ጫማ ውስጥ ህዝቡን አታሽቱት! የህዝቡ መከራ መረዳት ያቃተን በጽንፈኞችና ሌቦች ጫማ ውስጥ ስለምናሸተው ነው።,ስላቅ አይደለም
ድል ለፍልስጤም የምትሉ ሙስሊሞች ለማልቀስ ትንሽ ቀን ነው የሚቀራችሁ ግን ግን ጦርነት ለማንም አይበጅም ሰላም ለሁሉም,ስላቅ
ሰዎች ምን አጭሰዉ ነዉ የምቀልዱብን?,ስላቅ
ብእሁሉም አቻ ብቻ,ስላቅ
እኒህ ሰዎች የኢትዮጵያ ህዝብ ሁሉ ቁጥር የማያውቅ ነው እንዴ የሚመስላቸው?,ስላቅ
ኢትዮዽያ ከጅቡቲ ትንሽ ቡድን ጋር መፋጠሯ አሳፋሪ ነው፣ ድል ለመሆን ነበር።,ስላቅ አይደለም
አንተ ሰብአዊ ሰው ነህ ብዬ ስለማስብ ነው ከዚህ በጣም የተሻልክሞ,ስላቅ አይደለም
ምግብ አይደለዴ ምበላው ጌታ ሆይ ሃዳራ,ስላቅ አይደለም
የምን ሀገር ሪፖርት ነው😱?ለገሰ ቱሉ አንተ ያለህበት ውሰደን 😂,ስላቅ
የኢትዮጵያ ሚድያ መጀመሪያ እስራኤል በፍልስጤን ላይ ያደረሰችውን በደል ጆሮ ዳባ ልብስ ብላችሁ አሁን በእስራኤል ላይ ጥቃት ተፈፀመባት ትላላላችሁ።ንድድድ ትበል።ብሶት የወለደው ነው ።,ስላቅ
ስትል ቆይ ስትል ተሻጋሪ ወንዞች ስትል ወንዞቹ ምን ሆኑ ጌቶቻቹ ላኪዎቻቹ ከፋዮቻቹ ላይ ተገድበው ተጥናቀቁ እና አንደዛ በመሆኑ ምነው አይናቹ ቀላ ሞኝ ባያፍር የሞኝ ዘመድ ያፍር የሚለው አባባል ባንዳ ባያፍር የባንዳ ወገን ያፍር በሚለው ይተካ ምነው ታድያ ሃገራትን ስጠሩ ተሻጋሪ ወንዞች ማለታቹ ካልቀረ ግብፅን ሳጠቅሱ በውስጥ አዋቂ አደረጋችዋትይሄ ማላገጫ በአማርኛ ባይወጣ ኖሮ የግብፅ Iስላቅ አይደለምdepeስላቅ አይደለምdeስላቅ አይደለምt ፓርቲ መግለጫ ይመስለኝ ነበር ምነው ይሄን ያክል ባንዳ መሆናችንን አውቁልን በፊርማ አፅድቁልን አላችሁ,ስላቅ አይደለም
አረ ኡኡኡ የኢትዮጵያ ህዝብን ሊያሳብዱት ነው አረ ጌታዬ እባክህን ተመልከትን የሰጠህን አካላችን ሳናጎድል ጠራን መከራችን በዛ ይህን እርኩስ መንፈስ አጥፋልን በአዛኚቷ ስም ጥበቃሽ አይለየን ???,ስላቅ
የሚሰማ የለም እጂ ድምፅ ስለሆንከን እናመሰግናለን,ስላቅ
ህገወጥ የቤት ግንባታ ዛሬም ይፈርሳል ነገም ይፈርሳል ቆሻሻ ተቋም ለውሸትና ለብሄርህ ስታጎበድድ እውነትን ኦሮሚያ ላይ መጋረድ አትችልም ሲጀመር ይሄ ተቋም ኢትዮጵያ አይወክልም አማራን እንጂ,ስላቅ አይደለም
እንኳን ለ2017 የዘመን መለወጫ በዓል ዕንቁጣጣሽ በዓል አደረሳችሁ URL,ስላቅ አይደለም
ሁሉም ያለ ፍርሀት መብቱን ቢጠይቅ ኮ ደደብ አምባገነን እየተተካካ አይሸናብንም ። መብቴ ነው ብለህ ለመብትህ ቁም! !,ስላቅ አይደለም
እነ ደቡብ ሱዳንና ጅቡቲ እንኳን በአቅማቸው እየዘረሩን ነው የጊና ማሸነፍ ምን ይገርማል....ለማንኛውም ዳር ዳሩ ይሮጥበት መሀሉ ይዘራበት🤔,ስላቅ
እፎይ ምን ሊቀርብን,ስላቅ አይደለም
ደረጀ አንተ ትለይብኛለህ በግሌ ከልቤ እወድሀለው አደቅሀለው እዳለመታደል ሆኖ ይህቺ ሃገር ልጆችዋን እየበላች የወላድ መካን እየሆነች ልጆችዋ ሲበላሉ ማየት ያሳዝናል የጀዋር መስከን ትልቅ ለውጥ ነው ግን ግን ድመት መንኩሳ,ስላቅ አይደለም
ካሑን በሗላ ሀኪም ቤት አልሔድም በቃ,ስላቅ
ኢትዮጵያ ከዘመን ዘመን ውጤት ወይም ለውጥ ባለማሳየት በፊፋ መታገድ አለባት::,ስላቅ
ፈጣሪ በአንተና በቤተሰብህ ላይ ይፍረድ። አንተ ከመንግሥት ካዝና ዘርፈህ ትበላለህ 75ሚሊዮን የኢትዮጵያ ህዝብ በቀን አንድ ጊዜ መመገብ አቅቶታል !,ስላቅ
አብ የሚገርም ስራ ነው የምሰሩት የኔሱ አጥያት ኢትዮጵያን አገላቱ,ስላቅ አይደለም
ነይ የዘመድኩን መንጋዎች ስታሳዝኑኮ ዘላለማችሁን በጭንቀት እና በስጋት ምትኖሩ ሰዎች አይዟችሁ,ስላቅ አይደለም
በዓለም ዋንጫ ሴቶች በዳኝነት የመሩት የመጀመሪያው ጨዋታ ተደረገ,ስላቅ አይደለም
የጠፋኝን ቁልፍ እዚህ ውስጥ አየሁት!,ስላቅ
አንድ ነጥብ ሰጥቶ መቀበልን መርህ ያደረገ ዲፕሎማሲያዊ ብሔራዊ ቡድናችን ,ስላቅ
ለወደቡ ብለው ነው,ስላቅ
በጣም የደከመ ቡድንና አሰልጣኝ!!,ስላቅ አይደለም
ወንዳታ ለፅንፈኞች ጥሩ መልስ ነው,ስላቅ
ፍትህ ለከምባታ ዞን#😭😭😭ፍትህ ዱራሜ ደምቦያ አንገጨ አመቾ ዋቶ መንገድ! ይሠራል ተብሎ መሠረተ ድንጋይ ከተጣለ አራት ዓመት አስቆጥሯል #😭ለዉጥ ግን የለም።,ስላቅ አይደለም
ልጁ ማግንት ነው እንዴ?,ስላቅ
ደሞ ለዚህ ብድን ነው የቱርክ ትጥቅ ፣ የፓኪስታን ኳስ ሚገዛለት... ኧረ ቱርክ ድሮናቹን ፤ ፓኪስታንም ሚሳይላቹን ስጡን ከዛ እኛ የምንሰራውን እናውቃለን,ስላቅ
አብዮት በጎውን ከክፉው አጃምሎ ጠርጎብናል። ተሻጋሪ ተቋሞች ለመገንባት አላስቻለንም። ለዚህ ነው ሪፎርምን የመረጥነው። እየመዘንን፣ እያነጠርን፣ እየመረመርን የሚበጀንን እንወስዳለን፤ የማይበጀንን እንጥላለን። በዚህ ዕሳቤ ታላላቅ ስኬቶችን… URL,ስላቅ አይደለም
ኢትዮጵያ እና ጂቡቲ የአለም ዋንጫ ጨዋታን በቴለቪዥን ተመልካች ሆኑ,ስላቅ
አብዛኛው የጂቡቲ ተጫዋቾች መንግሥት ሠራተኞች ናቸው!የጠና ቡድን በለዉ,ስላቅ
ራስችንን ካልሆነ ማንን እናሸንፋለን?,ስላቅ
እንጀራ የሆነ ነገር ነን,ስላቅ
መልካም ያገልግሎት ዘመን ወድማችን,ስላቅ
ዘላለማዊ ውርደትና ሞት ለአብይ መከላከያ,ስላቅ አይደለም
ኢትዮጵያ ለዘላኣለም ትሩጥ,ስላቅ
አዳሜ አሁንስ በ666 መወረርህ ፍጥጥ ብሎ አልተገለጠልህም ወይ ?,ስላቅ
አሱልጣኙ እስከአሁን አሸንፎ የማያውቅ ነው,ስላቅ አይደለም
"ኻረ ወገን ኳስ ይቅርብ
አባቶቻችን አሰከበሩን ዋልያዎቹ አዋረዱን
",ስላቅ
በትክክል እኔ ትናንት ማታ እራት ሳልበላ ተኝቼ በህልሜ አይቼ ነበር።,ስላቅ
ባህልና ስፖርት ሚኒስትሩ ቀጀላ ነው እኮ።ቀጀላ ለኢትዮጵያ ምኗ ነው?,ስላቅ
በሶማሌ ላንድ የብላኔ ወደብ የተቀየመችንን ጅቡቲ ማባበሉ ከዓለም ዋንጫ ሻምፒዮናነት አይተናነስም በርቱ,ስላቅ
"🐒“ምን ነካህ ነው የምትበላው?” አለ ቁራው። ኸሊፋ ሃፍታር ከጠላቶቹ ጋር ሊቢያን እና የዚያን ሀገር መንግስት ሲዋጋ ""ሊቢያን አጠፋለሁ"" ሳይሆን ለውጥ አመጣለሁ አላለም። ሊቢያውያንን ነፃ አወጣለሁ ብሎ ማለ። በአለም ላይ ያሉ ታዋቂ አሸባሪዎች ""ሀገርን እናፈርሳለን"" ብለው አያውቁም። አገርን ከመፍረስ ለመታደግ ይምላሉ። በአለም ላይ የሰውን ደም እንደ ጦርነት ያፈሰሱ አሸባሪዎች በሱ ታጥበው ሀገርን ለማዳን ነው የምንታገለው ይሉሃል!!️ አገሩን ለአመፅ አዘጋጅቶ መሠረተ ልማትን የሚያፈርስ ናጋዲን ዲህ**ኢጋ አገር አያፈርስም እያለ ሕፃናት ግራ እንዲጋቡ ጥሪ ያቀረበው። የሰላም መጽሐፍ ሽፋን!!️ ሰውዬው ""ተከበበኛል!"" ዛሬ ሀገር አላፈርስም ካለ ማን ያምናል!!️ ጀዋር መሀመድ የቻለውን ያህል ሀገር ለማፍረስ እየሰራ ነው!!️ እኛ እንደ ሊቢያውያን ሞኞች አይደለንም። የሀገር ፍቅርን በሚገባ እናውቃለን!!️ ለአመታት ጃዋር የዚህ ለውጥ መለከት ነበር። መለከት ይነፋል እና ይንቀጠቀጡ እና ወደ መቃብር ይጎርፋሉ!!️ የጃዋር ሚናም ተመሳሳይ ነው። ጀዋር መሀመድ የዘመነ ካሴፋ ወዳጅ ነው!!️ 📚 መጽሃፉ በባህር ዳር እና በጎንደር በሱዳን በኩል ለመስቀል እየተሰራጨ ነው!!️",ስላቅ አይደለም
ቲክታክ ለብዙ ድሀ የደረሰ ለብዙ ችግረኞች የደረሰ ነዉ ነገር ግን ቂጣቸዉን እያወዛዙ ብር የሚለቅሙ ሀገራችን ሞልተዋል ከጥቅሙ ጉዳቱ ያመዝን ይሆን ?,ስላቅ
አማራ መቸም እጅ አይሰጥ ከቴዎድሮስ እጅ መስጠተን አልተማረም 💪💪💪💪,ስላቅ አይደለም
የተከበሩ ዶ/ር ለገሰ ቱሉ እባክዎ ድፍድፍ ነዳጁን በጥብጦ ይጠጡ 🙌,ስላቅ
ሰውየው ማግኔት ነው እንዴ?,ስላቅ
የጦር ዱልዱም የረብሻ ሳቅም የትም የለም ?,ስላቅ
ጅቡቲና ሱማሌን ነበሩ አቻዎቻችን,ስላቅ
በጣም ያሳዝናል መጠንቀቅ ነበረበት ክፉኛ የጦስ ዶሮ ሆነ,ስላቅ
የቀን ሰራተኞችን ልቀቋቸው ስራ ይስሩበቶ,ስላቅ አይደለም
የገጠር ኮሪደር ማለት የእያንዳንዱን አርሶ አደር ቤት እና የአኗኗር ዘዬ መቀየር ነው። አላማውም በቤተሰብ ደረጃ የአርሶ አደሩን ሕይወት በመቀየር እንደ ሀገር የምናስበውን ብልጽግና ማረጋገጥ ነው።,ስላቅ አይደለም
ቬንዝዌላ የአውሮፓ ኅብረት አምባሳደር አገሯን ለቀው እንዲወጡ አዘዘች,ስላቅ አይደለም
እዉነት ነው በሁላችንም ህመም አለ የቤታችን ጉድሁኖብን አፍነን እንኖራል በቤተሠብ መበደል አያጋጥም ነው በዛላይ ከፍቶን ሥንተነፍሥ ባለጌ ነው ሥማችን ያማልግን,ስላቅ አይደለም
እርግጠኛ ነኝ እሄ ብሄራዊ ቡድን ከራሱ ጋር ቢጫወት እራሱ ወይ ይሸነፋል ወይ ደሞ አቻ ይወጣል እንጂ ማሸነፍ የማይታሰብ ነው ወፍ,ስላቅ
አይመለሱ እዛው ስደተኞች ይሁኑ ውርደት በሁሉም ተጫዋች,ስላቅ
ትክቶክ ለኢትዮጵያም አያስፈልግም ይዘጋ,ስላቅ አይደለም
አንድ አለመሆናቸው እና ጦርነት ውስጥ ገብተው ህዝባቸውን ስቃይውስጥ ላለማስገባት እንጅ አንዷ ሀማስ መሳሪ ቢኖረው ብቻ ይበቃቸዋል አሜሪካና እስራኤልን ደግሞ ሂዝቦላ ባለፈው ጦርነት ገጥሞ እስራኢልን ደህና አድርጎ ስለገረፋት ትፈራዋለች,ስላቅ አይደለም
አይ ክፉ አይንካሽ,ስላቅ አይደለም
ይመቻት,ስላቅ
በድሮን የሚጨፈጨፉት ምስኪን ሕዝብ ምንም የማያውቅ ድምፅ አቶኑም,ስላቅ አይደለም
የህንፃ መሳሪያ ከፍቶ ነበር እንደ,ስላቅ
ደስ ይላል,ስላቅ አይደለም
የኦሮሚያ ክፍለ ሀገር ስለ ኦነግ ሸኔ ያወጣው መግለጫ እጅግ በጣም የሚደገፍና የኢትዮጵያውያንን ሰቆቃ የሀገሪቱን መቆርቆዝ የህዝብን እምባ የሚያብስ ሠላማዊ ጥሪ ስለሆነ ኦነግ ሸኔም የህዝብን ሠቆቃ ችግር እርስ በእርስ መተላለቅ ቆሞ ሠላም እንዲፈጠር የራሱን ሚና እንዲወጣ ህዝባችን ጥሪ ያቀርባል ይብቃን በሠላማዊ ትግል ሀገራችንን እናልማ,ስላቅ አይደለም
ዉይይይት መልካም ነዉ ። ምንም ክፈት የለውም።,ስላቅ አይደለም
እግር ኩዋስ በቡድን አንድነት የሚታይ ዉጠት ነው። የቡድን ሥራ ለይ ኢት/ያ እንደት እንደሆነች ይታያልኮ ከበፍትም.,ስላቅ
የተከበሩ አቶ አለሙ ስሜ ሰልፉ እጅግ የሚገርም ነበር እንወደቾኣል ገነ ህቀራል እስከ ይህዎት መስወትነት ነዉ,ስላቅ አይደለም
የትኛው ህግ? ለቤት ማፍረስ ብቻ ሳይሆን ለቤት መስራትም መስራት ነበረበት! እኔ እያወራሁ ያለሁት ይኸም ቢሆን አሁን ሰወችን ከረሀብና ሞት የምንታደግበት ጊዜ እንጅ,ስላቅ አይደለም
የፈለገ ይሂድ የፈለገ ይምጣ ኦርቶዶክስ በሰው አልተመሠረተችም አትንጫጩ,ስላቅ አይደለም
እኛ የትኛው ኢትዮጵያ ውስጥ ነው ያለነው? የውሸት መዓት ይሉታል ይሄ ነው😡😡😡,ስላቅ
"ደግ አረገሸ.. ""የመጀመርያ ቀን ተዋዉቆሽ ስልክ ስትደውይለት""??? አታፍሪም እንኳን ሰልጥነሽ ሞተሻል...ኧረ ደግ አረገ ለጥ ብሎ ይተኛ ::.. ወንድ ነው መደወል ያለበት ከፈለገሽ",ስላቅ
ምግቡ ብረታ ብረት ነበር እንዴ 😂,ስላቅ
አንተን የተረዳች እና ሲስተምህን የበላችው ቤቲ ናት!!!!,ስላቅ
አሁን ትክክለኛ ቃል መረትክለት ለብልግና ፓርቲ መሰል አጋንንት እንደ ባቢሎን አልክ,ስላቅ
ዳልቻ ሲለብሱስ? ሊያፈዙን ሲፈልጉ ነው በልና አስደምመኝ ? ትላንት በመልካም ንግግሩ ዛሬ በጥላቻ ንግግሩ ደስ ሲል እንደ እናቴ ሳይሆን እንደ ሚስቴ አለ አባወራው አ,ስላቅ
በእውነት ታምራለች,ስላቅ አይደለም
አሳፋሪዎች,ስላቅ
ከእሁድ በፊት ሞጣን የምናገኝበተን አማራጭ ሶሻል ሚድያ ይፋ ያድርግልን።,ስላቅ
በረኛውን #በኮሬ_ነጌኛ ማሳፈን ነበረባችሁ,ስላቅ
ሰላም ሰላም ሰላም,ስላቅ አይደለም
አንተ ሰው ምን አስበው ነው እስቲ ትንሽ ይደብራል,ስላቅ
ፋና እና ማንችስተር ዩናይትድ ሁለቱም ከባድ ነጥብ ጥለዋልቢያልፉህ ይሻል ነበር,ስላቅ
ልክ ልካችሁን እየነገራችሁ ነው እኮ አልተረዳችሁትም እንጅ!! እውነተኛ ብርና ፎርጊድ ብር እያላችሁ ነው ትንሽማ ይግባችሁ,ስላቅ
በስክነት የሚያስተውል ሰው በጊዜያዊ ስሜታዊ ትኩሳት አይሸወድም። Ethiopia ?,ስላቅ አይደለም
የእናት ፍቅር ግን መቼ ይሆን ተወርቶ ተከፍሎ የሚጨረሰው አቤት እናት !!!!!!,ስላቅ አይደለም
ጅቡትን ማሸነፍ የማይችል አሰልጣኝም ተጨዋችም አያስፈልጉም፣ኳስ ነው የሚባለውን ተረት ትተን የለለውን ዶላር ሳይጨርሱ ወደ ሀገር ቤት ይመለሱ፣ ይልቅ ከአሰልጣኝ ጀምሮ ሀገራዊ እይታቸው ይፈተሽ፣,ስላቅ አይደለም
ሰዉነት የኔ ጀግና ትዉልድ ጋ የሚሰራ,ስላቅ አይደለም
አናፂ ነበር እንዴ ታማሚው?😜,ስላቅ
ኳስን እንደ ህንድ እርግፍ አርጎ መተው ይሻላል,ስላቅ አይደለም
ብረታ ብረት ነው እንዴ የምመገብው 🙄,ስላቅ
በምንድነው የቀነሰው አረ በሳቅ አትግደሉን።,ስላቅ
የሎስአንጀለስ ሰደድ እሳት ይውረድብህ,ስላቅ
ዜናውን አለመዘገብ አይቸልም ነበር,ስላቅ
ያሳፍራል,ስላቅ
የሴቶችን ቡድን ብንልክ የተሻለ ውጤት ይዞ ይመለሱ ነበር,ስላቅ
ወይ ችግር፣ ገና ከውጤቱ የቀለጠ ያ ቅርሻታም የጽህፈት ቤት ሃላፊ ነገ መጦ ሲለፋደድ የበለጠ እንታመማለን።,ስላቅ
የተከበሩ ከንቲባችን እየተሰሩ ያሉትን ልማቶች ሳላደንቅ መለፍ አልፈልግም ነገር ግን አንዳንድ በዘርና በዘመድ የተሰገሰጉ ስራተኞች ስራዎትን አመድ አፋሽ እያ,ስላቅ አይደለም
የኦሮሚያ ክልል ቅሬታ ሰብስበ ጨርሰህ አሁን ደግሞ ወደ አማራ ክልል ተሸጋገርክ ማለት ነው ጎበዝ 😆😆😆😆😆 በዚህ ሰሞን ደግሞ የአማራ ክልል ቅሬታ ነው የምንሰማው በለኛ 😆😆😆😆😆😆😆😆,ስላቅ አይደለም
